zip_code,public_transportation_pct,public_transportation_population
03830,0.0,0
03235,0.0,0
03237,0.0,0
03262,0.0,0
03264,0.0,0
03266,0.9,12
03278,0.0,0
03282,0.0,0
03442,0.7,5
03574,0.2,2
03576,0.1,1
03584,0.2,4
03588,0.0,0
03602,0.4,6
03801,1.5,191
03810,0.0,0
03833,1.0,114
03841,0.3,10
03844,0.0,0
03862,0.6,15
03883,0.0,0
03063,1.2,106
03054,0.3,38
03077,0.8,45
03084,0.4,3
03036,0.3,7
03055,0.1,8
03216,0.0,0
03240,0.0,0
03241,0.0,0
03244,0.5,19
03279,0.0,0
03280,0.4,3
03281,0.5,25
03284,0.0,0
03290,1.1,32
03307,0.0,0
03034,1.6,34
03582,0.2,2
03585,0.0,0
03753,0.0,0
03592,0.0,0
03781,0.6,6
03784,3.7,71
03785,0.2,2
03812,1.2,3
03819,0.0,0
03825,0.3,13
03443,0.0,0
03580,0.3,2
03768,0.0,0
03777,0.8,7
03809,0.0,0
03811,1.0,38
03818,0.0,0
03827,0.8,14
03839,0.0,0
03857,1.3,71
03860,0.6,14
03886,0.0,0
03901,1.2,50
03902,0.0,0
03868,1.3,31
03874,0.0,0
03875,0.0,0
03878,1.7,107
03906,0.4,9
03908,1.8,79
03840,1.8,36
03867,3.6,399
03869,0.0,0
03872,0.0,0
03835,3.0,105
03836,0.5,3
03051,0.3,38
03052,0.6,28
03043,0.0,0
03253,0.0,0
03257,0.5,10
03242,0.0,0
03275,0.2,11
03287,0.5,4
03440,0.0,0
03215,5.4,5
03070,0.0,0
03071,0.0,0
03220,0.0,0
03223,0.0,0
03224,0.5,6
03251,0.0,0
03259,0.0,0
03260,3.9,18
03053,0.6,86
03104,0.9,161
03222,0.1,3
03226,2.2,11
03064,2.0,142
03101,3.8,54
03217,0.0,0
03218,0.0,0
03221,0.4,4
03230,1.5,12
03256,0.0,0
03273,0.0,0
03233,0.0,0
03246,0.0,0
03431,0.1,18
03445,0.5,2
03447,0.4,5
03451,0.5,12
03452,0.0,0
03455,0.0,0
03605,0.0,0
03751,0.0,0
03752,0.0,0
03845,0.0,0
03855,0.0,0
03856,2.5,22
03865,0.3,13
03870,0.5,16
03887,0.5,6
03894,1.9,52
03903,0.7,26
03579,0.0,0
03462,0.0,0
03467,0.3,3
03570,0.0,0
03590,0.0,0
03595,0.0,0
03603,1.3,29
03743,0.3,19
03745,0.4,3
03750,2.4,11
03755,5.9,271
03770,0.0,0
03771,0.5,2
03774,0.0,0
03820,2.4,404
03826,0.6,8
03832,0.0,0
03269,0.0,0
03276,0.0,0
03303,0.3,26
03441,0.0,0
03461,1.1,30
03470,0.0,0
03465,0.0,0
03581,0.0,0
03446,1.9,61
03450,0.0,0
03598,0.4,6
03741,1.3,30
03748,0.0,0
03813,0.0,0
03817,0.0,0
03824,5.4,392
03837,0.0,0
03838,0.0,0
03842,0.5,43
03846,0.0,0
03858,0.0,0
03882,0.9,6
03884,2.0,44
03885,0.0,0
03873,0.0,0
03904,1.0,43
03905,2.3,18
03907,1.0,5
03909,0.0,0
03583,0.6,3
03609,0.0,0
03607,1.7,4
03561,0.0,0
03780,5.1,17
03814,0.0,0
03864,0.0,0
03854,0.0,0
03848,1.7,58
03849,0.0,0
03087,1.3,94
03103,1.2,228
03109,0.7,43
03234,1.3,31
03033,0.3,8
03057,0.6,8
03060,1.9,277
03082,0.0,0
03076,0.2,15
03301,0.6,95
03766,5.5,268
03601,1.1,2
03779,0.4,2
03852,4.4,12
03853,0.0,0
03457,0.0,0
03782,0.0,0
03048,0.2,3
03227,0.0,0
03245,0.0,0
03293,0.0,0
03847,0.0,0
03238,0.0,0
03871,0.0,0
03597,0.0,0
03593,0.0,0
03046,0.0,0
03890,0.0,0
03746,0.0,0
03231,0.0,0
03079,1.3,210
03047,0.0,0
03255,0.0,0
03456,0.0,0
03254,0.0,0
03304,0.0,0
03851,1.1,23
03249,0.0,0
03575,0.0,0
03911,-666666666.0,0
03910,0.0,0
03850,0.0,0
03823,0.0,0
03604,0.0,0
03285,0.0,0
03740,0.0,0
03586,0.0,0
03258,0.0,0
03861,1.2,29
03754,0.0,0
02650,0.0,0
02659,0.0,0
02554,1.6,97
02556,0.0,0
02660,0.8,25
02790,1.1,83
02720,1.0,147
02738,3.7,73
02743,0.0,0
02807,2.0,10
02852,1.2,135
02879,1.8,180
02886,1.0,137
02780,1.6,399
02808,0.0,0
02812,1.3,10
02818,1.9,175
02825,0.7,21
02827,0.0,0
02366,-666666666.0,0
02368,9.6,1647
02332,4.6,318
02346,2.1,254
02445,34.4,3961
02453,7.9,1322
02468,11.7,341
02476,20.0,1808
02493,6.0,298
02575,5.7,73
02576,1.1,27
02655,0.0,0
02657,1.1,17
02673,5.7,243
02675,0.3,9
02702,0.7,16
02769,1.3,88
02804,0.0,0
02814,1.1,43
02857,0.0,1
02881,2.5,75
02898,0.0,0
02889,0.9,135
02351,10.6,976
02210,12.5,269
02215,27.1,3289
02347,2.9,179
02364,3.1,212
02459,11.4,1070
02478,15.9,2070
02492,10.4,984
02540,2.9,105
02543,0.7,3
02563,0.6,30
02635,2.9,37
02644,0.4,10
02653,0.2,5
02664,1.1,44
02668,0.0,0
02669,10.7,9
02713,0.0,0
02715,1.0,18
02717,0.4,11
02874,1.7,54
02885,0.6,35
02888,1.0,108
02894,0.0,0
02903,7.5,404
02908,6.3,1025
02920,2.7,429
02111,23.8,856
02382,3.1,256
02638,0.0,0
02035,4.4,402
02333,3.8,277
02666,0.0,0
02763,3.7,43
02339,6.7,460
02464,12.4,212
02633,1.0,18
02703,4.8,1085
02833,0.0,0
02631,1.4,64
02745,1.2,151
02863,6.3,504
02896,0.4,23
02904,3.7,504
02909,5.8,1026
02917,0.4,27
02663,0.0,0
02641,0.0,0
02557,1.9,41
02841,1.2,17
02562,1.3,21
02643,-666666666.0,0
02357,1.6,8
02791,15.4,8
02203,-666666666.0,0
02047,0.0,0
02912,1.4,7
02637,0.0,0
02802,0.0,0
02564,0.0,0
02584,0.0,0
02876,0.0,0
02457,2.6,17
02553,-666666666.0,0
02561,6.4,13
02651,-666666666.0,0
02907,7.7,929
02724,1.5,107
02872,7.3,14
02826,0.0,0
02873,0.0,0
02718,3.0,104
02719,0.8,59
02739,0.9,29
02740,3.0,573
02762,1.6,82
02767,4.5,331
02779,0.0,0
02813,1.0,39
02840,2.5,312
02836,0.0,0
02837,0.5,8
02858,0.0,0
02882,0.2,16
02891,1.3,136
02842,1.4,114
02861,2.9,373
02906,7.8,1195
02905,8.8,961
02026,10.8,1416
02032,13.1,315
02053,4.1,306
02090,17.2,1314
02093,7.9,473
02141,30.6,2503
02144,41.9,7445
02359,4.8,494
02647,0.0,0
02744,3.9,182
02646,0.0,0
02835,4.9,124
02822,1.5,47
02817,0.8,25
02360,4.1,1223
02375,5.0,270
02649,0.9,61
02746,2.6,167
02770,0.7,19
02748,0.2,9
02760,4.5,648
02766,3.5,388
02420,6.6,449
02186,12.2,1665
02188,8.7,720
02184,14.0,2617
02465,9.9,592
02466,12.4,519
02472,16.4,3455
02534,0.0,0
02538,0.0,0
02670,2.3,13
02723,3.7,234
02630,0.0,0
02639,2.2,31
02725,0.0,0
02806,2.8,225
02816,0.5,81
02828,0.4,15
02832,0.0,0
02878,0.7,54
02892,0.0,0
02893,2.0,309
02895,1.7,299
02910,3.2,345
02914,4.9,509
02915,1.0,81
02921,1.2,76
02919,0.8,115
02838,0.6,11
02864,2.6,466
02652,0.0,0
02667,2.4,33
02672,0.0,0
02648,2.0,74
02777,1.0,84
02815,0.0,0
02831,1.0,16
02859,0.2,6
02860,4.0,856
02019,2.4,232
02052,10.9,645
02061,8.9,458
02066,11.5,1037
02071,5.6,29
02116,23.0,3226
02124,36.7,9655
02132,17.1,2574
02143,28.0,5230
02150,28.8,5644
02155,19.8,6560
02169,26.3,8104
02189,11.2,874
02191,11.2,492
02199,22.7,150
02043,17.9,1859
02048,8.8,1187
02050,3.3,443
02062,9.1,1424
02072,7.5,1125
02110,13.6,181
02113,25.7,1476
02122,36.1,4658
02125,35.1,6407
02128,57.7,14643
02139,30.5,6864
02140,41.5,4904
02148,31.8,10177
02152,20.8,2063
02190,7.5,690
02302,7.8,1292
02324,3.2,459
02038,6.8,1158
02045,13.8,810
02054,2.8,113
02067,18.5,1733
02108,26.5,613
02120,38.1,2619
02135,33.3,8601
02301,7.3,2007
02330,0.6,33
02370,5.4,526
02421,10.0,881
02461,22.0,859
02467,12.0,1152
02115,28.8,3935
02030,8.4,233
02081,8.0,783
02109,18.3,498
02149,22.9,5264
02151,28.0,7868
02170,28.9,3212
02176,21.8,3428
02322,7.4,185
02338,4.4,190
02356,6.6,460
02367,4.7,66
02379,4.5,157
02452,4.4,345
02535,5.5,43
02542,0.8,3
02601,1.5,113
02632,1.3,68
02558,0.0,0
02474,20.6,3218
02482,10.6,516
02539,2.6,57
02645,0.6,27
02916,1.3,63
02865,2.1,170
02871,2.1,182
02911,2.7,214
02559,0.9,17
02446,32.1,5503
02460,12.0,632
02462,12.0,93
02671,1.0,3
02568,6.0,132
02571,0.9,42
02642,0.9,20
02721,2.4,243
02726,0.5,41
02747,1.5,163
02764,0.6,13
02771,2.1,171
02809,1.3,144
02830,1.0,29
02839,0.0,0
02875,0.0,0
02021,13.6,1604
02056,11.2,540
02118,29.0,4262
02121,43.1,4972
02126,31.9,4454
02127,38.4,9222
02129,27.0,3033
02163,33.7,173
02025,20.1,743
02114,22.0,1881
02119,41.6,5136
02130,42.5,9628
02131,27.6,4963
02134,39.1,4431
02136,23.0,3845
02138,22.1,4318
02142,24.4,398
02145,28.9,4473
02532,0.1,8
02451,8.3,914
02458,9.9,676
02481,11.8,799
02494,11.0,553
02171,32.5,3390
02180,7.5,907
02536,2.3,212
02537,1.3,41
04061,0.0,0
04037,0.0,0
04051,0.0,0
04072,0.2,21
04263,0.0,0
04265,0.0,0
04344,0.0,0
04350,0.6,11
04358,0.6,11
04408,0.0,0
04416,0.8,20
04418,0.0,0
04428,0.0,0
04434,0.0,0
04444,0.4,18
04496,0.0,0
02341,5.9,351
02343,13.2,707
04456,0.0,0
04475,0.0,0
04488,0.0,0
04530,0.2,10
04537,0.0,0
04555,0.0,0
04572,0.7,19
04606,0.0,0
04612,0.0,0
04614,0.9,12
04624,7.1,4
04631,0.0,0
04681,0.9,4
04693,1.1,2
04635,0.0,0
04649,0.0,0
04743,0.0,0
04750,0.0,0
04760,0.0,0
04766,0.0,0
04776,0.0,0
04841,0.0,0
04847,0.0,0
04912,0.0,0
04915,0.2,7
04925,0.0,0
04937,0.0,0
04949,0.0,0
04962,0.0,0
04965,0.0,0
04974,0.0,0
04985,0.0,0
04010,0.0,0
04011,0.1,11
04043,0.4,20
04073,0.9,66
04083,1.4,30
04086,0.0,0
04092,3.6,337
04226,0.0,0
04258,0.0,0
04268,0.0,0
04095,0.0,0
04108,27.2,128
04224,0.0,0
04275,0.0,0
04287,0.0,0
04349,0.0,0
04353,0.0,0
04901,0.2,23
04928,0.0,0
04843,0.0,0
04860,0.0,0
04864,0.0,0
04964,0.0,0
04734,0.0,0
04855,0.0,0
04938,0.0,0
04953,0.0,0
04955,0.0,0
04982,0.0,0
04988,0.0,0
04989,0.9,19
04355,0.0,0
04424,0.0,0
04431,-666666666.0,0
04448,0.0,0
04451,12.5,9
04455,0.0,0
04923,0.0,0
04924,0.0,0
04929,0.0,0
04943,0.0,0
04956,0.0,0
04976,0.0,0
04984,0.0,0
04046,1.2,51
04002,1.2,42
04017,10.9,22
04042,0.0,0
04047,0.1,1
04050,12.8,14
04055,0.0,0
04062,0.0,0
04074,0.6,65
04102,2.8,293
04103,1.4,236
04221,0.0,0
04106,2.1,300
04107,0.5,22
04210,0.2,26
04231,5.0,7
04281,0.0,0
04292,0.0,0
04352,0.0,0
04354,0.0,0
04421,0.0,0
04430,0.0,0
04442,-666666666.0,0
04450,2.5,14
04462,0.0,0
04463,0.6,6
04468,0.9,41
04562,0.3,3
04487,0.0,0
04547,1.0,5
04556,0.0,0
04564,0.0,0
04576,0.8,2
04613,0.0,0
04616,0.0,0
04617,0.0,0
04626,0.0,0
04628,0.0,0
04640,1.1,11
04657,0.0,0
04664,3.1,15
04676,0.2,1
04730,0.0,0
04762,0.0,0
04763,0.0,0
04856,0.9,15
04773,0.0,0
04853,2.0,6
04920,0.0,0
04927,0.0,0
04936,0.0,0
04942,0.0,0
04945,0.0,0
04957,0.0,0
04963,0.0,0
04652,0.7,4
04642,0.0,0
04543,1.9,17
04579,0.0,0
04654,1.0,12
04660,0.9,5
04669,0.0,0
04758,0.0,0
04765,2.8,13
04848,1.9,6
04849,2.4,45
04911,0.0,0
04947,0.0,0
04961,0.0,0
04008,0.0,0
04022,0.0,0
04048,1.2,16
04220,0.7,10
04240,0.3,43
04250,0.0,0
04259,0.0,0
04260,0.0,0
04261,0.0,0
04274,0.0,0
04363,0.0,0
04003,0.0,0
04015,0.0,0
04019,0.0,0
04029,0.0,0
04030,0.0,0
04091,1.0,4
04038,0.4,35
04064,1.0,46
04068,0.0,0
04069,0.4,4
04093,0.0,0
04779,0.0,0
04364,0.0,0
04426,0.0,0
04413,0.0,0
04435,0.0,0
04412,0.4,19
04449,0.0,0
04459,0.0,0
04544,0.0,0
04573,0.0,0
04623,0.7,3
04625,23.3,7
04629,-666666666.0,0
04634,0.9,7
04648,3.3,10
04653,0.0,0
04674,0.0,0
04733,0.0,0
04736,0.1,4
04745,0.0,0
04764,0.0,0
04772,0.0,0
04774,0.0,0
04785,0.0,0
04787,0.0,0
04851,0.0,0
04854,0.0,0
04862,0.9,17
04863,0.0,0
04786,0.9,8
04768,0.0,0
04780,0.0,0
04781,0.9,2
04694,0.0,0
04756,0.0,0
04852,0.0,0
04861,0.0,0
04917,0.9,10
04921,0.0,0
04950,0.0,0
04971,1.3,12
04969,0.0,0
04979,0.0,0
04983,1.0,7
04986,0.0,0
04987,0.0,0
04024,0.0,0
04032,1.8,78
04040,0.0,0
04005,0.8,95
04009,0.0,0
04020,0.0,0
04039,0.0,0
04049,0.0,0
04066,0.0,0
04076,0.4,6
04079,0.0,0
04084,0.2,8
04088,0.0,0
04096,0.0,0
04097,0.0,0
04101,5.3,522
04216,0.0,0
04217,0.7,10
04859,0.0,0
04228,0.0,0
04284,0.0,0
04105,1.2,68
04110,2.9,21
04222,0.0,0
04252,1.1,25
04441,0.0,0
04294,0.3,4
04457,0.0,0
04410,0.0,0
04419,0.6,9
04427,0.0,0
04460,0.0,0
04922,0.0,0
04930,0.0,0
04939,0.0,0
04941,1.4,10
04958,0.0,0
04966,0.0,0
04967,0.0,0
04970,0.0,0
04978,0.0,0
04981,0.0,0
04347,0.0,0
04351,0.0,0
04357,0.4,7
04342,0.3,3
04406,0.0,0
04021,0.0,0
04254,0.0,0
04346,0.0,0
04001,0.6,8
04411,0.0,0
04239,0.0,0
04490,0.0,0
04747,0.6,3
04027,1.4,44
04087,0.0,0
04769,0.0,0
04236,0.0,0
04238,0.0,0
04253,0.0,0
04219,0.4,3
04255,0.9,3
04270,0.9,28
04285,0.0,0
04330,0.3,32
04401,1.1,233
04417,0.0,0
04438,0.0,0
04471,0.0,0
04476,0.0,0
04479,0.0,0
04538,0.9,7
04548,0.0,0
04553,0.0,0
04558,0.0,0
04574,0.0,0
04607,3.9,19
04630,0.0,0
04646,6.8,4
04658,0.0,0
04668,0.5,3
04683,0.0,0
04691,0.0,0
04732,0.0,0
04739,0.0,0
04742,0.0,0
04973,0.6,4
04071,0.9,25
04237,0.0,0
04348,0.0,0
04472,0.0,0
04474,0.0,0
04461,0.0,0
04619,0.0,0
04685,1.8,4
04932,0.0,0
04497,0.0,0
04541,0.0,0
04551,0.5,2
04554,0.0,0
04609,0.5,15
04611,0.0,0
04622,0.4,2
04643,0.5,2
04645,11.8,2
04655,0.0,0
04675,0.0,0
04677,1.5,2
04680,1.0,5
04735,0.0,0
04740,0.0,0
04746,0.0,0
04757,0.0,0
04777,0.0,0
04783,0.0,0
04858,0.0,0
04952,0.3,3
04605,0.4,29
04671,0.0,0
04944,0.0,0
04057,0.0,0
04109,24.3,9
04415,0.0,0
04975,-666666666.0,0
04469,1.1,9
04006,0.0,0
04918,0.0,0
04686,0.0,0
04063,0.0,0
04940,-666666666.0,0
04481,0.0,0
04454,-666666666.0,0
04234,0.0,0
04926,0.0,0
04227,0.0,0
04485,0.0,0
04491,0.0,0
04644,-666666666.0,0
04359,0.0,0
04343,0.0,0
04571,8.0,26
04575,0.0,0
04570,-666666666.0,0
04267,0.0,0
04286,0.0,0
04256,1.1,15
04041,0.0,0
04085,0.0,0
04276,0.0,0
04280,0.0,0
04282,0.0,0
04290,0.0,0
04345,0.1,5
04360,0.0,0
04414,1.3,5
04422,0.5,3
04443,0.0,0
04453,0.0,0
04464,0.0,0
04473,1.0,39
04478,0.0,0
04493,0.0,0
04535,4.9,18
04539,0.0,0
04563,0.6,4
04568,0.0,0
04578,0.0,0
04650,0.0,0
04662,2.4,5
04666,0.0,0
04667,0.0,0
04679,1.7,15
04684,0.0,0
04056,0.0,0
04495,0.0,0
04910,0.0,0
04951,0.0,0
04090,0.4,16
04289,0.0,0
04429,0.0,0
04627,0.9,6
04673,0.0,0
04271,-666666666.0,0
04489,0.0,0
04637,0.0,0
04492,0.0,0
04741,-666666666.0,0
04933,0.0,0
04761,0.0,0
04992,16.9,43
00906,0.0,0
04257,0.0,0
00968,0.4,6
00982,5.1,250
00783,1.2,89
00735,0.6,20
00723,0.0,0
00739,1.4,159
00757,0.2,13
00911,8.3,284
00952,0.9,24
00961,4.3,451
00617,0.6,31
00637,0.4,23
00641,0.0,0
00650,0.2,8
00669,0.2,14
00703,2.4,177
00715,2.6,19
00717,1.2,49
00767,0.0,0
00603,0.5,61
00622,0.0,0
00647,0.0,0
00664,0.0,0
00667,0.5,23
00690,0.0,0
00698,2.2,189
00728,0.0,0
00729,2.0,306
00751,0.8,46
00769,0.0,0
00795,1.3,178
00925,20.4,499
00979,3.2,235
00983,1.6,216
00624,0.0,0
00656,0.0,0
00660,2.4,113
00662,0.6,65
00674,0.4,40
00683,0.4,29
00718,0.3,22
00921,6.5,761
00772,8.2,416
00913,18.3,283
00923,11.5,818
00949,3.0,784
00969,2.3,427
00985,2.2,246
00602,0.3,30
00676,0.2,18
00682,1.4,107
00704,0.0,0
00707,1.3,28
00765,0.0,0
00730,0.9,69
00738,1.2,113
00754,2.1,232
00782,1.2,50
00791,0.1,19
00794,0.8,49
00907,9.2,709
00909,20.5,421
00912,10.1,256
00918,5.0,304
00927,2.1,107
00953,1.2,315
00956,4.3,1012
00957,4.8,625
00612,0.9,144
00692,2.1,190
00623,0.1,10
00652,0.0,0
00677,0.0,0
00678,0.0,0
00685,0.4,35
00688,0.3,9
00705,0.2,11
00720,1.0,42
00745,1.5,244
00771,0.0,0
00915,19.6,1789
00917,11.2,730
00920,3.9,258
00966,1.6,105
00987,2.2,484
00601,0.0,0
00616,0.0,0
00627,0.1,12
00638,0.3,11
00670,0.0,1
00687,0.8,71
00693,1.4,199
00714,1.3,47
00716,0.2,13
00719,0.5,36
00725,1.9,499
00731,0.0,0
00736,0.7,100
00740,0.0,0
00780,0.8,33
00924,5.9,941
00926,2.5,956
00934,0.0,0
00959,4.5,870
00976,1.5,330
00606,0.0,0
00610,0.2,20
00646,0.4,46
00773,1.2,63
00775,0.0,0
00653,0.0,1
00766,0.1,9
00777,0.0,0
00901,6.1,131
00950,-666666666.0,0
00727,0.8,169
00786,0.0,0
00694,-666666666.0,0
00741,0.0,0
00971,1.8,181
00680,1.2,145
00778,0.8,141
00962,8.5,476
00631,0.0,0
00965,10.7,242
00659,0.2,23
00784,0.4,37
00936,-666666666.0,0
00960,-666666666.0,0
00951,-666666666.0,0
05154,0.0,0
05161,2.4,6
05201,0.5,31
05252,0.0,0
05253,0.0,0
05257,0.0,0
05343,0.0,0
05443,1.4,53
05478,1.1,83
05669,1.9,6
05675,0.0,0
05679,0.1,1
05733,0.6,18
05760,0.0,0
05761,0.0,0
05765,1.0,9
05774,0.0,0
05819,0.0,0
05822,0.0,0
05828,0.0,0
05845,0.0,0
05855,0.0,0
05858,0.0,0
05859,0.0,0
05866,0.6,2
05905,0.3,1
05001,1.6,79
05034,0.0,0
05061,0.0,0
05065,0.6,3
05071,0.0,0
05081,0.0,0
05083,0.0,0
05086,2.2,8
05149,1.4,14
05301,0.9,75
05342,0.7,2
05353,0.0,0
05354,0.0,0
05045,0.3,3
05062,0.9,3
05068,0.0,0
05076,0.0,0
05084,0.0,0
05091,0.2,3
05492,0.0,0
05640,0.0,0
05753,0.7,36
05758,0.7,3
05759,0.6,5
05839,0.3,1
05773,0.0,0
05770,0.0,0
05842,0.0,0
05032,2.0,23
05037,0.0,0
05039,0.0,0
05041,0.0,0
05043,0.0,0
05046,0.7,4
05056,0.0,0
05060,1.5,36
05067,0.0,0
05079,1.7,6
05143,0.1,3
05156,0.4,15
05260,0.0,0
05359,0.0,0
05261,0.0,0
05446,2.9,268
05350,0.0,0
05441,1.2,5
05459,0.0,0
05468,0.0,0
05476,1.8,23
05650,2.3,16
05649,0.0,0
05653,0.0,0
05664,0.0,0
05672,1.2,28
05673,0.4,6
05732,0.0,0
05038,0.0,0
05051,1.0,7
05069,0.0,0
05142,0.9,3
05250,0.2,4
05251,1.8,13
05262,0.0,0
05340,0.0,0
05345,0.8,9
05452,1.9,225
05362,0.0,0
05403,1.0,99
05448,0.0,0
05477,0.3,9
05483,0.0,0
05495,0.9,46
05462,1.1,12
05655,0.0,0
05442,0.0,0
05450,0.0,0
05463,0.0,0
05656,0.0,0
05681,0.0,0
05735,0.5,11
05739,0.0,0
05747,0.0,0
